iso_code,continent,location,date,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,population
OWID_ENG,Europe,England,2022-06-10,117.0,2.069,4262.0,75.367,4037.0,71.388,124798070.0,45007240.0,42066537.0,33075668.0,34206.0,29546.0,220.69,79.59,74.39,58.49,522.0,3125.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-11,125.0,2.21,4257.0,75.279,4177.0,73.864,124846341.0,45016286.0,42076205.0,33085937.0,48271.0,33179.0,220.77,79.6,74.41,58.51,587.0,3771.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-12,126.0,2.228,4408.0,77.949,4305.0,76.127,124865989.0,45020238.0,42080334.0,33090435.0,19648.0,34743.0,220.81,79.61,74.41,58.52,614.0,4071.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-13,128.0,2.263,4602.0,81.379,4421.0,78.179,124890372.0,45022136.0,42083915.0,33096965.0,24383.0,34112.0,220.85,79.61,74.42,58.53,603.0,4008.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-14,130.0,2.299,4722.0,83.501,4607.0,81.468,124917328.0,45023647.0,42086764.0,33103705.0,26956.0,32940.0,220.9,79.62,74.42,58.54,582.0,3879.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-15,132.0,2.334,4843.0,85.641,4785.0,84.615,124947293.0,45026435.0,42091008.0,33110472.0,29965.0,31295.0,220.95,79.62,74.43,58.55,553.0,3655.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-16,130.0,2.299,5008.0,88.559,4980.0,88.064,124978700.0,45029061.0,42095053.0,33117017.0,31407.0,30691.0,221.01,79.63,74.44,58.56,543.0,3573.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-17,120.0,2.122,5037.0,89.072,5220.0,92.308,125006602.0,45031879.0,42099245.0,33123139.0,27902.0,29790.0,221.05,79.63,74.45,58.57,527.0,3520.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-18,138.0,2.44,5183.0,91.653,5434.0,96.092,125045575.0,45039289.0,42108166.0,33131332.0,38973.0,28462.0,221.12,79.65,74.46,58.59,503.0,3286.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-19,139.0,2.458,5436.0,96.127,5717.0,101.096,125059929.0,45042371.0,42111541.0,33134565.0,14354.0,27706.0,221.15,79.65,74.47,58.59,490.0,3162.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-20,150.0,2.653,5726.0,101.256,6050.0,106.985,125154799.0,45044178.0,42115497.0,33140729.0,94870.0,37775.0,221.32,79.65,74.47,58.6,668.0,3149.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-21,149.0,2.635,6002.0,106.136,6442.0,113.917,125184676.0,45046580.0,42119633.0,33147305.0,29877.0,38193.0,221.37,79.66,74.48,58.62,675.0,3276.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-22,149.0,2.635,6177.0,109.231,6733.0,119.063,125216762.0,45049011.0,42124060.0,33154056.0,32086.0,38496.0,221.43,79.66,74.49,58.63,681.0,3225.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-23,154.0,2.723,6401.0,113.192,7121.0,125.924,125247167.0,45051354.0,42127788.0,33160563.0,30405.0,38352.0,221.48,79.67,74.5,58.64,678.0,3185.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-24,168.0,2.971,6752.0,119.399,7364.0,130.221,125277958.0,45054640.0,42132642.0,33167609.0,30791.0,38765.0,221.53,79.67,74.51,58.65,685.0,3252.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-25,177.0,3.13,6973.0,123.307,7578.0,134.005,125326095.0,45063854.0,42143101.0,33177626.0,48137.0,40074.0,221.62,79.69,74.52,58.67,709.0,3509.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-26,188.0,3.324,7455.0,131.83,7912.0,139.912,125344539.0,45067392.0,42147407.0,33181969.0,18444.0,40659.0,221.65,79.69,74.53,58.68,719.0,3574.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-27,192.0,3.395,7822.0,138.32,8295.0,146.684,125372785.0,45069568.0,42152710.0,33189386.0,28246.0,31141.0,221.7,79.7,74.54,58.69,551.0,3627.0,0.006,56550000
OWID_ENG,Europe,England,2022-06-28,205.0,3.625,8120.0,143.59,8594.0,151.972,125404521.0,45072350.0,42158402.0,33196530.0,31736.0,31406.0,221.76,79.7,74.55,58.7,555.0,3681.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-29,200.0,3.537,8587.0,151.848,9033.0,159.735,125437491.0,45074895.0,42164176.0,33203980.0,32970.0,31533.0,221.82,79.71,74.56,58.72,558.0,3698.0,0.007,56550000
OWID_ENG,Europe,England,2022-06-30,211.0,3.731,8928.0,157.878,9419.0,166.561,125525209.0,45077701.0,42170260.0,33210898.0,87718.0,39720.0,221.97,79.71,74.57,58.73,702.0,3764.0,0.007,56550000
OWID_ENG,Europe,England,2022-07-01,219.0,3.873,9389.0,166.03,9673.0,171.052,125554858.0,45080608.0,42177090.0,33217544.0,29649.0,39557.0,222.02,79.72,74.58,58.74,700.0,3710.0,0.007,56550000
OWID_ENG,Europe,England,2022-07-02,213.0,3.767,9632.0,170.327,10036.0,177.471,125600394.0,45087726.0,42194403.0,33225867.0,45536.0,39186.0,222.11,79.73,74.61,58.75,693.0,3410.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-03,218.0,3.855,9956.0,176.057,10555.0,186.649,125619038.0,45090778.0,42202222.0,33229337.0,18644.0,39214.0,222.14,79.74,74.63,58.76,693.0,3341.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-04,223.0,3.943,10658.0,188.47,11028.0,195.013,125646173.0,45093411.0,42209073.0,33235931.0,27135.0,39055.0,222.19,79.74,74.64,58.77,691.0,3406.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-05,229.0,4.05,11049.0,195.385,11500.0,203.36,125675710.0,45095923.0,42216234.0,33242682.0,29537.0,38741.0,222.24,79.75,74.65,58.78,685.0,3368.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-06,217.0,3.837,11465.0,202.741,11873.0,209.956,125706157.0,45098293.0,42223882.0,33249675.0,30447.0,38381.0,222.29,79.75,74.67,58.8,679.0,3343.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-07,232.0,4.103,11878.0,210.044,12244.0,216.516,125736938.0,45100975.0,42232008.0,33256622.0,30781.0,30247.0,222.35,79.75,74.68,58.81,535.0,3325.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-08,228.0,4.032,12283.0,217.206,12614.0,223.059,125767931.0,45103856.0,42240706.0,33263724.0,30993.0,30439.0,222.4,79.76,74.7,58.82,538.0,3321.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-09,229.0,4.05,12440.0,219.982,12841.0,227.073,125813342.0,45109913.0,42261485.0,33271586.0,45411.0,30421.0,222.48,79.77,74.73,58.84,538.0,3170.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-10,250.0,4.421,12879.0,227.745,12935.0,228.736,125831359.0,45112740.0,42269948.0,33274955.0,18017.0,30332.0,222.51,79.77,74.75,58.84,536.0,3137.0,0.006,56550000
OWID_ENG,Europe,England,2022-07-11,264.0,4.668,13336.0,235.827,13029.0,230.398,125854405.0,45114586.0,42276331.0,33281334.0,23046.0,29747.0,222.55,79.78,74.76,58.85,526.0,3025.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-12,264.0,4.668,13621.0,240.866,13048.0,230.734,125879158.0,45116682.0,42283095.0,33288143.0,24753.0,29064.0,222.6,79.78,74.77,58.86,514.0,2966.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-13,274.0,4.845,13741.0,242.989,13049.0,230.752,125906480.0,45119193.0,42290841.0,33295108.0,27322.0,28618.0,222.65,79.79,74.78,58.88,506.0,2986.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-14,282.0,4.987,13807.0,244.156,12921.0,228.488,125933361.0,45121768.0,42298804.0,33301717.0,26881.0,28060.0,222.69,79.79,74.8,58.89,496.0,2970.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-15,287.0,5.075,13975.0,247.126,12712.0,224.792,125960974.0,45124286.0,42307065.0,33308325.0,27613.0,27578.0,222.74,79.8,74.81,58.9,488.0,2919.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-16,305.0,5.393,13701.0,242.281,12484.0,220.76,126006245.0,45130070.0,42329200.0,33316294.0,45271.0,27558.0,222.82,79.81,74.85,58.91,487.0,2880.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-17,292.0,5.164,13840.0,244.739,12289.0,217.312,126024267.0,45132368.0,42337753.0,33319652.0,18022.0,27558.0,222.85,79.81,74.87,58.92,487.0,2804.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-18,307.0,5.429,14044.0,248.347,12038.0,212.874,126041519.0,45133689.0,42342904.0,33324661.0,17252.0,26731.0,222.89,79.81,74.88,58.93,473.0,2729.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-19,318.0,5.623,13837.0,244.686,11927.0,210.911,126057710.0,45134956.0,42347786.0,33329132.0,16191.0,25507.0,222.91,79.81,74.89,58.94,451.0,2611.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-20,287.0,5.075,13545.0,239.523,11696.0,206.826,126081106.0,45136960.0,42355211.0,33335312.0,23396.0,24947.0,222.96,79.82,74.9,58.95,441.0,2538.0,0.004,56550000
OWID_ENG,Europe,England,2022-07-21,283.0,5.004,13375.0,236.516,11407.0,201.715,126104304.0,45139397.0,42362993.0,33340156.0,23198.0,24420.0,223.0,79.82,74.91,58.96,432.0,2518.0,0.004,56550000
OWID_ENG,Europe,England,2022-07-22,292.0,5.164,13182.0,233.103,11151.0,197.188,126130884.0,45142467.0,42372749.0,33346484.0,26580.0,24273.0,223.04,79.83,74.93,58.97,429.0,2597.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-23,279.0,4.934,12475.0,220.601,10917.0,193.05,126169186.0,45147463.0,42391829.0,33353750.0,38302.0,23277.0,223.11,79.84,74.96,58.98,412.0,2485.0,0.004,56550000
OWID_ENG,Europe,England,2022-07-24,300.0,5.305,12591.0,222.653,10530.0,186.207,126184571.0,45149754.0,42399738.0,33356780.0,15385.0,22901.0,223.14,79.84,74.98,58.99,405.0,2484.0,0.004,56550000
OWID_ENG,Europe,England,2022-07-25,303.0,5.358,12529.0,221.556,10121.0,178.974,126209074.0,45152631.0,42409066.0,33363083.0,24503.0,23936.0,223.18,79.85,74.99,59.0,423.0,2706.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-26,290.0,5.128,12113.0,214.2,9605.0,169.85,126231924.0,45155205.0,42417119.0,33369312.0,22850.0,24888.0,223.22,79.85,75.01,59.01,440.0,2893.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-27,273.0,4.828,11914.0,210.681,9087.0,160.69,126255360.0,45157966.0,42425387.0,33375813.0,23436.0,24893.0,223.26,79.85,75.02,59.02,440.0,3001.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-28,268.0,4.739,11437.0,202.246,8702.0,153.882,126278939.0,45160755.0,42434095.0,33381733.0,23579.0,24948.0,223.3,79.86,75.04,59.03,441.0,3051.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-29,253.0,4.474,11149.0,197.153,8467.0,149.726,126300435.0,45163749.0,42442363.0,33387100.0,21496.0,24222.0,223.34,79.87,75.05,59.04,428.0,3040.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-30,241.0,4.262,10529.0,186.189,8264.0,146.136,126329536.0,45167729.0,42456465.0,33393369.0,29101.0,22907.0,223.39,79.87,75.08,59.05,405.0,2895.0,0.005,56550000
OWID_ENG,Europe,England,2022-07-31,232.0,4.103,10431.0,184.456,8095.0,143.148,126342646.0,45169460.0,42463117.0,33396278.0,13110.0,22582.0,223.42,79.88,75.09,59.06,399.0,2815.0,0.005,56550000
